bin_number,linear_velocity,angular_velocity,command
7,0.0012695789337158203,-0.43565054375952217,CLEAR
7,0.026506042480468728,-0.43565054375952217,CLEAR
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.002910947799682617,-0.43565054375952217,CLEAR
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
8,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
6,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
7,0.0,0.0,BRAKE
8,0.0,0.0,BRAKE
8,0.0,0.0,BRAKE
